frame,angle_deg
73620,0.9402
73630,0.9379
73640,0.9354
73650,0.9356
73660,0.9392
73670,0.9510
73680,0.9602
73690,0.9620
73700,0.9607
73710,0.9604
73720,0.9619
73730,0.9649
73740,0.9693
73750,0.9734
73760,0.9760
73770,0.9760
73780,0.9746
73790,0.9716
73800,0.9710
73810,0.9713
73820,0.9714
73830,0.9690
73840,0.9645
73850,0.9599
73860,0.9540
73870,0.9514
73880,0.9514
73890,0.9534
73900,0.9571
73910,0.9611
73920,0.9619
73930,0.9619
73940,0.9625
73950,0.9660
73960,0.9723
73970,0.9789
73980,0.9865
73990,0.9904
74000,0.9920
74010,0.9938
74020,0.9964
74030,0.9991
74040,1.0009
74050,1.0004
74060,0.9977
74070,0.9949
74080,0.9936
74090,0.9939
74100,0.9936
74110,0.9934
74120,0.9922
74130,0.9908
74140,0.9917
74150,0.9953
74160,1.0015
74170,1.0090
74180,1.0159
74190,1.0212
74200,1.0239
74210,1.0236
74220,1.0230
74230,1.0255
74240,1.0280
74250,1.0298
74260,1.0302
74270,1.0304
74280,1.0277
74290,1.0236
74300,1.0213
74310,1.0212
74320,1.0231
74330,1.0248
74340,1.0217
74350,1.0160
74360,1.0116
74370,1.0100
74380,1.0104
74390,1.0132
74400,1.0147
74410,1.0148
74420,1.0143
74430,1.0158
74440,1.0197
74450,1.0239
74460,1.0257
74470,1.0266
74480,1.0255
74490,1.0241
74500,1.0248
74510,1.0243
74520,1.0231
74530,1.0259
74540,1.0311
74550,1.0349
74560,1.0360
74570,1.0516
74580,1.0741
74590,1.0993
74600,1.1216
74610,1.1399
74620,1.1523
74630,1.1600
74640,1.1663
74650,1.1723
74660,1.1773
74670,1.1795
74680,1.1797
74690,1.1766
74700,1.1729
74710,1.1707
74720,1.1695
74730,1.1674
74740,1.1636
74750,1.1608
74760,1.1586
74770,1.1570
74780,1.1549
74790,1.1544
74800,1.1557
74810,1.1584
74820,1.1617
74830,1.1621
74840,1.1604
74850,1.1599
74860,1.1598
74870,1.1589
74880,1.1582
74890,1.1582
74900,1.1585
74910,1.1665
74920,1.1755
74930,1.1835
74940,1.1905
74950,1.1950
74960,1.1972
74970,1.1934
74980,1.1830
74990,1.1733
75000,1.1671
75010,1.1627
75020,1.1605
75030,1.1586
75040,1.1571
75050,1.1556
75060,1.1515
75070,1.1459
75080,1.1386
75090,1.1346
75100,1.1328
75110,1.1316
75120,1.1324
75130,1.1352
75140,1.1348
75150,1.1297
75160,1.1236
75170,1.1206
75180,1.1204
75190,1.1225
75200,1.1233
75210,1.1235
75220,1.1243
75230,1.1268
75240,1.1302
75250,1.1335
75260,1.1369
75270,1.1377
75280,1.1358
75290,1.1333
75300,1.1301
75310,1.1285
75320,1.1276
75330,1.1273
75340,1.1285
75350,1.1276
75360,1.1261
75370,1.1260
75380,1.1277
75390,1.1308
75400,1.1350
75410,1.1397
75420,1.1431
75430,1.1461
75440,1.1469
75450,1.1481
75460,1.1554
75470,1.1649
75480,1.1706
75490,1.1740
75500,1.1781
75510,1.1839
75520,1.1899
75530,1.1953
75540,1.2005
75550,1.2035
75560,1.2044
75570,1.2063
75580,1.2098
75590,1.2117
75600,1.2122
75610,1.2122
75620,1.2100
75630,1.2070
75640,1.2060
75650,1.2080
75660,1.2125
75670,1.2172
75680,1.2205
75690,1.2205
75700,1.2200
75710,1.2210
75720,1.2229
75730,1.2251
75740,1.2279
75750,1.2345
75760,1.2417
75770,1.2479
75780,1.2532
75790,1.2578
75800,1.2615
75810,1.2640
75820,1.2666
75830,1.2669
75840,1.2653
75850,1.2637
75860,1.2637
75870,1.2660
75880,1.2715
75890,1.2787
75900,1.2826
75910,1.2809
75920,1.2775
75930,1.2748
75940,1.2747
75950,1.2774
75960,1.2808
75970,1.2848
75980,1.2869
75990,1.2889
76000,1.2927
