frame,angle_deg
74780,31.8041
74790,31.8536
74800,31.9079
74810,31.9738
74820,32.0321
74830,32.0975
74840,32.1646
74850,32.2125
74860,32.2592
74870,32.3225
74880,32.3929
74890,32.4685
74900,32.5493
74910,32.6287
74920,32.6939
74930,32.7489
74940,32.7884
74950,32.8503
74960,32.9129
74970,32.9747
74980,33.0343
74990,33.0975
75000,33.1574
75010,33.1942
75020,33.2407
75030,33.2870
75040,33.3305
75050,33.3783
75060,33.4274
75070,33.4802
75080,33.5372
75090,33.6001
75100,33.6665
75110,33.7301
75120,33.7793
75130,33.8355
75140,33.8855
75150,33.9245
75160,33.9620
75170,33.9738
75180,33.9937
75190,34.0362
75200,34.0859
75210,34.1359
75220,34.1918
75230,34.2476
75240,34.3005
75250,34.3472
75260,34.3919
75270,34.4382
75280,34.4871
75290,34.5123
75300,34.5184
75310,34.5553
75320,34.5981
75330,34.6563
75340,34.7086
75350,34.7639
75360,34.8159
75370,34.8599
75380,34.8883
75390,34.9143
75400,34.9384
75410,34.9682
75420,35.0106
75430,35.0447
75440,35.0737
75450,35.1083
75460,35.1497
75470,35.1678
75480,35.1919
75490,35.2292
75500,35.2770
75510,35.3191
75520,35.3639
75530,35.4102
75540,35.4549
75550,35.4956
75560,35.5309
75570,35.5615
75580,35.5662
75590,35.5911
75600,35.6208
75610,35.6487
75620,35.6840
75630,35.7250
75640,35.7649
75650,35.7692
75660,35.7877
75670,35.8215
75680,35.8527
75690,35.8924
75700,35.9337
75710,35.9736
75720,36.0094
75730,36.0385
75740,36.0693
75750,36.1108
75760,36.1442
75770,36.1675
75780,36.1937
75790,36.2178
75800,36.2458
75810,36.2777
75820,36.3118
75830,36.3304
75840,36.3419
75850,36.3515
75860,36.3690
75870,36.3938
75880,36.4281
75890,36.4619
75900,36.4696
75910,36.4825
75920,36.4964
75930,36.5210
75940,36.5647
75950,36.6108
75960,36.6496
75970,36.6851
75980,36.7098
75990,36.7242
76000,36.7340
