frame,angle_deg
21620,0.2638
21630,0.2678
21640,0.2718
21650,0.2758
21660,0.2800
21670,0.2866
21680,0.2924
21690,0.2971
21700,0.3014
21710,0.3056
21720,0.3097
21730,0.3139
21740,0.3180
21750,0.3223
21760,0.3266
21770,0.3309
21780,0.3351
21790,0.3392
21800,0.3432
21810,0.3472
21820,0.3512
21830,0.3556
21840,0.3599
21850,0.3641
21860,0.3681
21870,0.3718
21880,0.3753
21890,0.3787
21900,0.3823
21910,0.3861
21920,0.3901
21930,0.3942
21940,0.4023
21950,0.4104
21960,0.4159
21970,0.4203
21980,0.4245
21990,0.4285
22000,0.4325
22010,0.4366
22020,0.4402
22030,0.4440
22040,0.4479
22050,0.4521
22060,0.4560
22070,0.4598
22080,0.4637
22090,0.4676
22100,0.4715
22110,0.4755
22120,0.4794
22130,0.4833
22140,0.4871
22150,0.4910
22160,0.4946
22170,0.4986
22180,0.5026
22190,0.5067
22200,0.5107
22210,0.5148
22220,0.5188
22230,0.5226
22240,0.5263
22250,0.5301
22260,0.5340
22270,0.5379
22280,0.5415
22290,0.5512
22300,0.5604
22310,0.5657
22320,0.5704
22330,0.5744
22340,0.5784
22350,0.5823
22360,0.5862
22370,0.5902
22380,0.5941
22390,0.5981
22400,0.6022
22410,0.6064
22420,0.6105
22430,0.6145
22440,0.6184
22450,0.6225
22460,0.6265
22470,0.6306
22480,0.6347
22490,0.6387
22500,0.6428
22510,0.6468
22520,0.6509
22530,0.6553
22540,0.6597
22550,0.6640
22560,0.6683
22570,0.6724
22580,0.6764
22590,0.6803
22600,0.6842
22610,0.6882
22620,0.6921
22630,0.6958
22640,0.6996
22650,0.7034
22660,0.7073
22670,0.7114
22680,0.7149
22690,0.7189
22700,0.7228
22710,0.7269
22720,0.7309
22730,0.7349
22740,0.7389
22750,0.7431
22760,0.7488
22770,0.7537
22780,0.7585
22790,0.7628
22800,0.7669
22810,0.7709
22820,0.7747
22830,0.7786
22840,0.7825
22850,0.7865
22860,0.7903
22870,0.7942
22880,0.7979
22890,0.8018
22900,0.8057
22910,0.8093
22920,0.8132
22930,0.8172
22940,0.8213
22950,0.8253
22960,0.8295
22970,0.8337
22980,0.8378
22990,0.8421
23000,0.8463
23010,0.8503
23020,0.8542
23030,0.8581
23040,0.8618
23050,0.8658
23060,0.8698
23070,0.8740
23080,0.8782
23090,0.8823
23100,0.8863
23110,0.8904
23120,0.8944
23130,0.8983
23140,0.9023
23150,0.9063
23160,0.9102
23170,0.9141
23180,0.9179
23190,0.9216
23200,0.9319
23210,0.9466
23220,0.9540
23230,0.9594
23240,0.9643
23250,0.9687
23260,0.9732
23270,0.9775
23280,0.9815
23290,0.9858
23300,0.9901
23310,0.9944
23320,0.9987
23330,1.0028
23340,1.0070
23350,1.0111
23360,1.0156
23370,1.0197
23380,1.0237
23390,1.0277
23400,1.0318
23410,1.0359
23420,1.0399
23430,1.0436
23440,1.0476
23450,1.0517
23460,1.0559
23470,1.0601
23480,1.0643
23490,1.0685
23500,1.0726
23510,1.0767
23520,1.0808
23530,1.0850
23540,1.0894
23550,1.0936
23560,1.0977
23570,1.1018
23580,1.1060
23590,1.1104
23600,1.1146
23610,1.1184
23620,1.1223
23630,1.1262
23640,1.1299
23650,1.1337
23660,1.1378
23670,1.1419
23680,1.1460
23690,1.1502
23700,1.1545
23710,1.1590
23720,1.1634
23730,1.1677
23740,1.1721
23750,1.1765
23760,1.1806
23770,1.1848
23780,1.1890
23790,1.1934
23800,1.1979
23810,1.2024
23820,1.2067
23830,1.2111
23840,1.2153
23850,1.2192
23860,1.2221
23870,1.2245
23880,1.2272
23890,1.2301
23900,1.2333
23910,1.2369
23920,1.2407
23930,1.2447
23940,1.2488
23950,1.2528
23960,1.2569
23970,1.2610
23980,1.2650
23990,1.2691
24000,1.2732
24010,1.2771
24020,1.2809
24030,1.2848
24040,1.2889
24050,1.2930
24060,1.2967
24070,1.2492
24080,1.4667
24090,2.0439
24100,2.5462
24110,2.8729
24120,3.1322
24130,3.3129
24140,3.4583
24150,3.5891
24160,3.7287
24170,3.8586
24180,3.9713
24190,4.0653
24200,4.1472
24210,4.2214
24220,4.2926
24230,4.3601
24240,4.4722
24250,4.5582
24260,4.6340
24270,4.6877
24280,4.7387
24290,4.7844
24300,4.8279
24310,4.8664
24320,4.9034
24330,4.9392
24340,4.9739
24350,5.0052
24360,5.0316
24370,5.0569
24380,5.0823
24390,5.1070
24400,5.1320
24410,5.1588
24420,5.1847
24430,5.2069
24440,5.2290
24450,5.2564
24460,5.3247
24470,5.3688
24480,5.3891
24490,5.4059
24500,5.4226
24510,5.4528
24520,5.4772
24530,5.4983
24540,5.5222
24550,5.5780
24560,5.6179
24570,5.6476
24580,5.6692
24590,5.6892
24600,5.7287
24610,5.7890
24620,5.8285
24630,5.8591
24640,5.8877
24650,5.9160
24660,5.9417
24670,6.0081
24680,6.0482
24690,6.0577
24700,6.0646
24710,6.0774
24720,6.1017
24730,6.1381
24740,6.1932
24750,6.2337
24760,6.2734
24770,6.3128
24780,6.3518
24790,6.3951
24800,6.4394
24810,6.4819
24820,6.5294
24830,6.5704
24840,6.6128
24850,6.6555
24860,6.6969
24870,6.7365
24880,6.7737
24890,6.8015
24900,6.8341
24910,6.8741
24920,6.9013
24930,6.9253
24940,6.9511
24950,6.9850
24960,7.0179
24970,7.0523
24980,7.0836
24990,7.1030
25000,7.1221
25010,7.1531
25020,7.1784
25030,7.2007
25040,7.2154
25050,7.2332
25060,7.2622
25070,7.3023
25080,7.3272
25090,7.3495
25100,7.3695
25110,7.3957
25120,7.4127
25130,7.4412
25140,7.4495
25150,7.4554
25160,7.4674
25170,7.4874
25180,7.5295
25190,7.5480
25200,7.5558
25210,7.5651
25220,7.5794
25230,7.6035
25240,7.6071
25250,7.6077
25260,7.6120
25270,7.6344
25280,7.6648
25290,7.6770
25300,7.6840
25310,7.6955
25320,7.7091
25330,7.7189
25340,7.7631
25350,7.7736
25360,7.7770
25370,7.7826
25380,7.7986
25390,7.8143
25400,7.8400
25410,7.8510
25420,7.8521
25430,7.8399
25440,7.8380
25450,7.8472
25460,7.8534
25470,7.8670
25480,7.8627
25490,7.8589
25500,7.8757
25510,7.8899
25520,7.8971
25530,7.9032
25540,7.9134
25550,7.9363
25560,7.9509
25570,7.9595
25580,7.9634
25590,7.9583
25600,7.9527
25610,7.9627
25620,7.9745
25630,7.9707
25640,7.9817
25650,7.9683
25660,7.9688
25670,7.9753
25680,7.9994
25690,8.0091
25700,8.0108
25710,8.0108
25720,8.0222
25730,8.0266
25740,8.0308
25750,8.0418
25760,8.0531
25770,8.0486
25780,8.0424
25790,8.0429
25800,8.0600
25810,8.0645
25820,8.0690
25830,8.0744
25840,8.0848
25850,8.1277
25860,8.1265
25870,8.1123
25880,8.1010
25890,8.0922
25900,8.0868
25910,8.0889
25920,8.0997
25930,8.1021
25940,8.1079
25950,8.1034
25960,8.1031
25970,8.1056
25980,8.1091
25990,8.1160
26000,8.1141
26010,8.1190
26020,8.1324
26030,8.1537
26040,8.1572
26050,8.1588
26060,8.1542
26070,8.1636
26080,8.1614
26090,8.1593
26100,8.1630
26110,8.1728
26120,8.1948
26130,8.1994
26140,8.2001
26150,8.2069
26160,8.2211
26170,8.2246
26180,8.2052
26190,8.1835
26200,8.1788
26210,8.1811
26220,8.1863
26230,8.1941
26240,8.2168
26250,8.2303
26260,8.2298
26270,8.2263
26280,8.2270
26290,8.2336
26300,8.2719
26310,8.2663
26320,8.2438
26330,8.2289
26340,8.2258
26350,8.2306
26360,8.2238
26370,8.2579
26380,8.2500
26390,8.2286
26400,8.2087
26410,8.2066
26420,8.2090
26430,8.2181
26440,8.2380
26450,8.2326
26460,8.2712
26470,8.2531
26480,8.2277
26490,8.2159
26500,8.2120
26510,8.2134
26520,8.2200
26530,8.2307
26540,8.2340
26550,8.2397
26560,8.2532
26570,8.2834
26580,8.2979
26590,8.3009
26600,8.3044
26610,8.3083
26620,8.2961
26630,8.3067
26640,8.2997
26650,8.2957
26660,8.2966
26670,8.2948
26680,8.3138
26690,8.3181
26700,8.3114
26710,8.3092
26720,8.3250
26730,8.3377
26740,8.3341
26750,8.3312
26760,8.3334
26770,8.3445
26780,8.3660
26790,8.3740
26800,8.3720
26810,8.3654
26820,8.3635
26830,8.3703
26840,8.3714
26850,8.3684
26860,8.3617
26870,8.3717
26880,8.3752
26890,8.3723
26900,8.3772
26910,8.3890
26920,8.3897
26930,8.3906
26940,8.3957
26950,8.4028
26960,8.4182
26970,8.4263
26980,8.4268
26990,8.4250
27000,8.4388
27010,8.4354
27020,8.4323
27030,8.4331
27040,8.4394
27050,8.4569
27060,8.4699
27070,8.4710
27080,8.4679
27090,8.4631
27100,8.4653
27110,8.4562
27120,8.4518
27130,8.4580
27140,8.4627
27150,8.4631
27160,8.4659
27170,8.4773
27180,8.4892
27190,8.4931
27200,8.5085
27210,8.5064
27220,8.5002
27230,8.4952
27240,8.4961
27250,8.5021
27260,8.5178
27270,8.5249
27280,8.5257
27290,8.5254
27300,8.5177
27310,8.5361
27320,8.5304
27330,8.5248
27340,8.5167
27350,8.5164
27360,8.5184
27370,8.5228
27380,8.5292
27390,8.5819
27400,8.5979
27410,8.5835
27420,8.5742
27430,8.5529
27440,8.5442
27450,8.5464
27460,8.5483
27470,8.5483
27480,8.5482
27490,8.5521
27500,8.5506
27510,8.5345
27520,8.5460
27530,8.5501
27540,8.5528
27550,8.5619
27560,8.5825
27570,8.5843
27580,8.5798
27590,8.5740
27600,8.5712
27610,8.5765
27620,8.5907
27630,8.5962
27640,8.5974
27650,8.5992
27660,8.6238
27670,8.6151
27680,8.5998
27690,8.5856
27700,8.5937
27710,8.5982
27720,8.6017
27730,8.6004
27740,8.6073
27750,8.6085
27760,8.6155
27770,8.6244
27780,8.6254
27790,8.6258
27800,8.6390
27810,8.6465
27820,8.6427
27830,8.6375
27840,8.6423
27850,8.6467
27860,8.6568
27870,8.6546
27880,8.6578
27890,8.6624
27900,8.6489
27910,8.6531
27920,8.6409
27930,8.6322
27940,8.6286
27950,8.6330
27960,8.6411
27970,8.6522
27980,8.6453
27990,8.6389
28000,8.6407
