frame,angle_deg
71880,0.7254
71890,0.7254
71900,0.7246
71910,0.7226
71920,0.7196
71930,0.7179
71940,0.7196
71950,0.7264
71960,0.7346
71970,0.7419
71980,0.7467
71990,0.7503
72000,0.7531
72010,0.7520
72020,0.7484
72030,0.7463
72040,0.7463
72050,0.7474
72060,0.7475
72070,0.7461
72080,0.7456
72090,0.7468
72100,0.7515
72110,0.7574
72120,0.7658
72130,0.7718
72140,0.7713
72150,0.7686
72160,0.7681
72170,0.7715
72180,0.7783
72190,0.7840
72200,0.7863
72210,0.7887
72220,0.7913
72230,0.7948
72240,0.8001
72250,0.8063
72260,0.8115
72270,0.8145
72280,0.8156
72290,0.8179
72300,0.8217
72310,0.8247
72320,0.8257
72330,0.8267
72340,0.8286
72350,0.8321
72360,0.8381
72370,0.8432
72380,0.8451
72390,0.8439
72400,0.8411
72410,0.8398
72420,0.8385
72430,0.8397
72440,0.8449
72450,0.8524
72460,0.8598
72470,0.8631
72480,0.8613
72490,0.8574
72500,0.8547
72510,0.8554
72520,0.8590
72530,0.8636
72540,0.8681
72550,0.8726
72560,0.8804
72570,0.8844
72580,0.8875
72590,0.8916
72600,0.8968
72610,0.9013
72620,0.9037
72630,0.9050
72640,0.9071
72650,0.9085
72660,0.9104
72670,0.9139
72680,0.9167
72690,0.9184
72700,0.9177
72710,0.9174
72720,0.9195
72730,0.9263
72740,0.9321
72750,0.9336
72760,0.9338
72770,0.9350
72780,0.9374
72790,0.9410
72800,0.9445
72810,0.9485
72820,0.9523
72830,0.9547
72840,0.9575
72850,0.9622
72860,0.9694
72870,0.9730
72880,0.9713
72890,0.9691
72900,0.9682
72910,0.9704
72920,0.9744
72930,0.9760
72940,0.9765
72950,0.9758
72960,0.9731
72970,0.9733
72980,0.9766
72990,0.9782
73000,0.9799
73010,0.9826
73020,0.9870
73030,0.9906
73040,0.9933
73050,0.9966
73060,1.0012
73070,1.0073
73080,1.0151
73090,1.0214
73100,1.0255
73110,1.0266
73120,1.0271
73130,1.0283
73140,1.0288
73150,1.0304
73160,1.0313
73170,1.0302
73180,1.0295
73190,1.0287
73200,1.0310
73210,1.0345
73220,1.0399
73230,1.0429
73240,1.0431
73250,1.0432
73260,1.0445
73270,1.0479
73280,1.0538
73290,1.0608
73300,1.0677
73310,1.0739
73320,1.0801
73330,1.0841
73340,1.0818
73350,1.0763
73360,1.0727
73370,1.0727
73380,1.0760
73390,1.0787
73400,1.0799
73410,1.0845
73420,1.0937
73430,1.1048
73440,1.1151
73450,1.1232
73460,1.1264
73470,1.1219
73480,1.1139
73490,1.1075
73500,1.1056
73510,1.1078
73520,1.1134
73530,1.1179
73540,1.1189
73550,1.1194
73560,1.1215
73570,1.1243
73580,1.1279
73590,1.1328
73600,1.1372
73610,1.1360
73620,1.1291
73630,1.1213
73640,1.1173
73650,1.1182
73660,1.1227
73670,1.1277
73680,1.1310
73690,1.1324
73700,1.1348
73710,1.1398
73720,1.1463
73730,1.1527
73740,1.1559
73750,1.1566
73760,1.1571
73770,1.1599
73780,1.1616
73790,1.1619
73800,1.1657
73810,1.1715
73820,1.1773
73830,1.1813
73840,1.1831
73850,1.1831
73860,1.1816
73870,1.1812
73880,1.1801
73890,1.1783
73900,1.1780
73910,1.1794
73920,1.1811
73930,1.1835
73940,1.1864
73950,1.1911
73960,1.1992
73970,1.2064
73980,1.2088
73990,1.2074
74000,1.2063
74010,1.2081
74020,1.2124
74030,1.2160
74040,1.2195
74050,1.2225
74060,1.2254
74070,1.2295
74080,1.2348
74090,1.2409
74100,1.2426
74110,1.2409
74120,1.2370
74130,1.2341
74140,1.2345
74150,1.2388
74160,1.2450
74170,1.2521
74180,1.2580
74190,1.2613
74200,1.2633
74210,1.2650
74220,1.2682
74230,1.2724
74240,1.2758
74250,1.2762
74260,1.2755
74270,1.2749
74280,1.2732
74290,1.2708
74300,1.2703
74310,1.2727
74320,1.2774
74330,1.2847
74340,1.2892
74350,1.2901
74360,1.2912
74370,1.2936
74380,1.2949
74390,1.2967
74400,1.2954
74410,1.2920
74420,1.2894
74430,1.2893
74440,1.2929
74450,1.2993
74460,1.3024
74470,1.3053
74480,1.3078
74490,1.3085
74500,1.3093
74510,1.3102
74520,1.3122
74530,1.3156
74540,1.3217
74550,1.3275
74560,1.3294
74570,1.3309
74580,1.3380
74590,1.3498
74600,1.3594
74610,1.3654
74620,1.3660
74630,1.3641
74640,1.3628
74650,1.3650
74660,1.3705
74670,1.3754
74680,1.3794
74690,1.3804
74700,1.3811
74710,1.3834
74720,1.3865
74730,1.3870
74740,1.3851
74750,1.3853
74760,1.3863
74770,1.3862
74780,1.3860
74790,1.3872
74800,1.3904
74810,1.3954
74820,1.4025
74830,1.4073
74840,1.4111
74850,1.4151
74860,1.4189
74870,1.4210
74880,1.4215
74890,1.4224
74900,1.4237
74910,1.4270
74920,1.4312
74930,1.4353
74940,1.4391
74950,1.4430
74960,1.4470
74970,1.4461
74980,1.4370
74990,1.4267
75000,1.4206
75010,1.4212
75020,1.4239
75030,1.4288
75040,1.4355
75050,1.4429
75060,1.4473
75070,1.4500
75080,1.4539
75090,1.4587
75100,1.4620
75110,1.4627
75120,1.4639
75130,1.4672
75140,1.4705
75150,1.4708
75160,1.4712
75170,1.4736
75180,1.4794
75190,1.4863
75200,1.4916
75210,1.4957
75220,1.4985
75230,1.4996
75240,1.4991
75250,1.4980
75260,1.4966
75270,1.4952
75280,1.4940
75290,1.4944
75300,1.4949
75310,1.4972
75320,1.5001
75330,1.5043
75340,1.5086
75350,1.5142
75360,1.5183
75370,1.5203
75380,1.5202
75390,1.5182
75400,1.5173
75410,1.5183
75420,1.5219
75430,1.5245
75440,1.5255
75450,1.5253
75460,1.5270
75470,1.5320
75480,1.5370
75490,1.5410
75500,1.5437
75510,1.5450
75520,1.5470
75530,1.5490
75540,1.5514
75550,1.5532
75560,1.5545
75570,1.5561
75580,1.5597
75590,1.5629
75600,1.5664
75610,1.5703
75620,1.5710
75630,1.5672
75640,1.5643
75650,1.5653
75660,1.5697
75670,1.5751
75680,1.5780
75690,1.5776
75700,1.5774
75710,1.5807
75720,1.5865
75730,1.5912
75740,1.5923
75750,1.5919
75760,1.5939
75770,1.5974
75780,1.6028
75790,1.6090
75800,1.6139
75810,1.6179
75820,1.6225
75830,1.6271
75840,1.6284
75850,1.6261
75860,1.6222
75870,1.6191
75880,1.6194
75890,1.6225
75900,1.6244
75910,1.6249
75920,1.6268
75930,1.6325
75940,1.6404
75950,1.6496
75960,1.6585
75970,1.6634
75980,1.6616
75990,1.6585
76000,1.6583
