frame,angle_deg
49620,66.9838
49630,67.0449
49640,67.1096
49650,67.1936
49660,67.2916
49670,67.3985
49680,67.4930
49690,67.5763
49700,67.6204
49710,67.6689
49720,67.7550
49730,67.8299
49740,67.8957
49750,67.9403
49760,67.9773
49770,68.0127
49780,68.0469
49790,68.0802
49800,68.1026
49810,68.1422
49820,68.2040
49830,68.2749
49840,68.3595
49850,68.4269
49860,68.4846
49870,68.5442
49880,68.6007
49890,68.6548
49900,68.7009
49910,68.7101
49920,68.7487
49930,68.8152
49940,68.9247
49950,68.9975
49960,69.0564
49970,69.1016
49980,69.1630
49990,69.2511
50000,69.3464
50010,69.4773
50020,69.5835
50030,69.6581
50040,69.7073
50050,69.7077
50060,69.7196
50070,69.7432
50080,69.8074
50090,69.8583
50100,69.9122
50110,69.9612
50120,70.0036
50130,70.0176
50140,70.0750
50150,70.1449
50160,70.2486
50170,70.3084
50180,70.3108
50190,70.3168
50200,70.3311
50210,70.3390
50220,70.3369
50230,70.3734
50240,70.3684
50250,70.3871
50260,70.4177
50270,70.4498
50280,70.4851
50290,70.5013
50300,70.5511
50310,70.5507
50320,70.5671
50330,70.6047
50340,70.6419
50350,70.6752
50360,70.6817
50370,70.6275
50380,70.6085
50390,70.6173
50400,70.6638
50410,70.7197
50420,70.7765
50430,70.8147
50440,70.8505
50450,70.8863
50460,70.9167
50470,70.9353
50480,70.9829
50490,71.0301
50500,71.0710
50510,71.1097
50520,71.1453
50530,71.1712
50540,71.1445
50550,71.0672
50560,70.9673
50570,70.9130
50580,70.8866
50590,70.8781
50600,70.8583
50610,70.8728
50620,70.9043
50630,70.9479
50640,70.9893
50650,71.0359
50660,71.0920
50670,71.1274
50680,71.1380
50690,71.1512
50700,71.1727
50710,71.2043
50720,71.2466
50730,71.3081
50740,71.3464
50750,71.3547
50760,71.2468
50770,71.1788
50780,71.1437
50790,71.1351
50800,71.1378
50810,71.1435
50820,71.1420
50830,71.1067
50840,71.0873
50850,71.0912
50860,71.0980
50870,71.1054
50880,71.1032
50890,71.1014
50900,71.1014
50910,71.0310
50920,70.9941
50930,70.9748
50940,70.9925
50950,70.9942
50960,70.9949
50970,70.9919
50980,70.9859
50990,70.9249
51000,70.9027
51010,70.8961
51020,70.8982
51030,70.8911
51040,70.8831
51050,70.8287
51060,70.7714
51070,70.6965
51080,70.6088
51090,70.5337
51100,70.4733
51110,70.4145
51120,70.3468
51130,70.2475
51140,70.1628
51150,70.0771
51160,69.9525
51170,69.8611
51180,69.8359
51190,69.8249
51200,69.8258
51210,69.8386
51220,69.8599
51230,69.8493
51240,69.8846
51250,69.9548
51260,70.0428
51270,70.1291
51280,70.1836
51290,70.2451
51300,70.2888
51310,70.3324
51320,70.3808
51330,70.4213
51340,70.4561
51350,70.4828
51360,70.5118
51370,70.5518
51380,70.5773
51390,70.5777
51400,70.6286
51410,70.6762
51420,70.7071
51430,70.6916
51440,70.6683
51450,70.6441
51460,70.6086
51470,70.5948
51480,70.6019
51490,70.5909
51500,70.6161
51510,70.6488
51520,70.6648
51530,70.6844
51540,70.6996
51550,70.7154
51560,70.7313
51570,70.7454
51580,70.7490
51590,70.7332
51600,70.7438
51610,70.7762
51620,70.8241
51630,70.8622
51640,70.9078
51650,70.9141
51660,70.8927
51670,70.8829
51680,70.8425
51690,70.8549
51700,70.8580
51710,70.8715
51720,70.8777
51730,70.8794
51740,70.8729
51750,70.8529
51760,70.8399
51770,70.7375
51780,70.6470
51790,70.6378
51800,70.6308
51810,70.6306
51820,70.6264
51830,70.6126
51840,70.5918
51850,70.5681
51860,70.5420
51870,70.4859
51880,70.4677
51890,70.4072
51900,70.3447
51910,70.2841
51920,70.2348
51930,70.1804
51940,70.1312
51950,70.0988
51960,70.0706
51970,69.9967
51980,69.9194
51990,69.8446
52000,69.7820
