frame,angle_deg
49670,1.8802
49680,1.8851
49690,1.8869
49700,1.8835
49710,1.8819
49720,1.8822
49730,1.8854
49740,1.8922
49750,1.8988
49760,1.9032
49770,1.9049
49780,1.9003
49790,1.8950
49800,1.8919
49810,1.8915
49820,1.8941
49830,1.8976
49840,1.9028
49850,1.9018
49860,1.8926
49870,1.8876
49880,1.8816
49890,1.8750
49900,1.8683
49910,1.8681
49920,1.8743
49930,1.8823
49940,1.8910
49950,1.8981
49960,1.9024
49970,1.8965
49980,1.8938
49990,1.8936
50000,1.8908
50010,1.8724
50020,1.8515
50030,1.8433
50040,1.8453
50050,1.8522
50060,1.8578
50070,1.8607
50080,1.8626
50090,1.8620
50100,1.8623
50110,1.8633
50120,1.8665
50130,1.8668
50140,1.8588
50150,1.8495
50160,1.8501
50170,1.8581
50180,1.8724
50190,1.8896
50200,1.9012
50210,1.9088
50220,1.9121
50230,1.9088
50240,1.8986
50250,1.8861
50260,1.8776
50270,1.8739
50280,1.8750
50290,1.8773
50300,1.8723
50310,1.8697
50320,1.8677
50330,1.8641
50340,1.8597
50350,1.8608
50360,1.8634
50370,1.8657
50380,1.8673
50390,1.8719
50400,1.8767
50410,1.8801
50420,1.8796
50430,1.8786
50440,1.8832
50450,1.8929
50460,1.9041
50470,1.9151
50480,1.9201
50490,1.9280
50500,1.9263
50510,1.9146
50520,1.9027
50530,1.8891
50540,1.8779
50550,1.8724
50560,1.8731
50570,1.8728
50580,1.8768
50590,1.8823
50600,1.8882
50610,1.8922
50620,1.8887
50630,1.8823
50640,1.8759
50650,1.8750
50660,1.8777
50670,1.8841
50680,1.8952
50690,1.9054
50700,1.9119
50710,1.9183
50720,1.9239
50730,1.9252
50740,1.9205
50750,1.9182
50760,1.9214
50770,1.9169
50780,1.9178
50790,1.9197
50800,1.9244
50810,1.9277
50820,1.9237
50830,1.9186
50840,1.9178
50850,1.9233
50860,1.9310
50870,1.9396
50880,1.9453
50890,1.9481
50900,1.9480
50910,1.9440
50920,1.9393
50930,1.9402
50940,1.9456
50950,1.9513
50960,1.9666
50970,1.9818
50980,1.9955
50990,2.0144
51000,2.0289
51010,2.0290
51020,2.0128
51030,2.0028
51040,2.0037
51050,2.0026
51060,1.9979
51070,1.9926
51080,1.9829
51090,1.9821
51100,1.9893
51110,1.9963
51120,1.9999
51130,2.0029
51140,2.0007
51150,1.9981
51160,1.9977
51170,1.9990
51180,2.0079
51190,2.0188
51200,2.0273
51210,2.0285
51220,2.0244
51230,2.0211
51240,2.0212
51250,2.0254
51260,2.0315
51270,2.0350
51280,2.0368
51290,2.0388
51300,2.0417
51310,2.0460
51320,2.0540
51330,2.0618
51340,2.0667
51350,2.0704
51360,2.0750
51370,2.0803
51380,2.0845
51390,2.0799
51400,2.0720
51410,2.0692
51420,2.0724
51430,2.0742
51440,2.0807
51450,2.0896
51460,2.0968
51470,2.1006
51480,2.0954
51490,2.0742
51500,2.0540
51510,2.0451
51520,2.0503
51530,2.0612
51540,2.0705
51550,2.0802
51560,2.0894
51570,2.0987
51580,2.1071
51590,2.1124
51600,2.1239
51610,2.1370
51620,2.1461
51630,2.1429
51640,2.1401
51650,2.1421
51660,2.1461
51670,2.1564
51680,2.1677
51690,2.1740
51700,2.1763
51710,2.1774
51720,2.1800
51730,2.1842
51740,2.1899
51750,2.1924
51760,2.1908
51770,2.1921
51780,2.1937
51790,2.1963
51800,2.1988
51810,2.1995
51820,2.2014
51830,2.2058
51840,2.2104
51850,2.2113
51860,2.2143
51870,2.2195
51880,2.2248
51890,2.2323
51900,2.2401
51910,2.2446
51920,2.2473
51930,2.2483
51940,2.2487
51950,2.2476
51960,2.2430
51970,2.2387
51980,2.2402
51990,2.2448
52000,2.2547
