frame,angle_deg
46740,1.0747
46750,1.0795
46760,1.0854
46770,1.0932
46780,1.0991
46790,1.1037
46800,1.1050
46810,1.1043
46820,1.1046
46830,1.1076
46840,1.1168
46850,1.1326
46860,1.1446
46870,1.1502
46880,1.1544
46890,1.1603
46900,1.1683
46910,1.1768
46920,1.1837
46930,1.1899
46940,1.1922
46950,1.1927
46960,1.1960
46970,1.2053
46980,1.2149
46990,1.2245
47000,1.2355
47010,1.2446
47020,1.2512
47030,1.2553
47040,1.2566
47050,1.2573
47060,1.2584
47070,1.2605
47080,1.2671
47090,1.2747
47100,1.2818
47110,1.2873
47120,1.2941
47130,1.3025
47140,1.3095
47150,1.3144
47160,1.3189
47170,1.3278
47180,1.3401
47190,1.3505
47200,1.3585
47210,1.3659
47220,1.3713
47230,1.3751
47240,1.3781
47250,1.3818
47260,1.3855
47270,1.3906
47280,1.3974
47290,1.4053
47300,1.4127
47310,1.4188
47320,1.4247
47330,1.4283
47340,1.4356
47350,1.4451
47360,1.4544
47370,1.4609
47380,1.4634
47390,1.4633
47400,1.4639
47410,1.4688
47420,1.4765
47430,1.4842
47440,1.4896
47450,1.4929
47460,1.5019
47470,1.5131
47480,1.5228
47490,1.5297
47500,1.5366
47510,1.5438
47520,1.5522
47530,1.5603
47540,1.5689
47550,1.5753
47560,1.5803
47570,1.5830
47580,1.5829
47590,1.5816
47600,1.5857
47610,1.5918
47620,1.5980
47630,1.6036
47640,1.6098
47650,1.6182
47660,1.6277
47670,1.6329
47680,1.6339
47690,1.6364
47700,1.6430
47710,1.6495
47720,1.6545
47730,1.6599
47740,1.6668
47750,1.6749
47760,1.6828
47770,1.6887
47780,1.6921
47790,1.6943
47800,1.6983
47810,1.7040
47820,1.7112
47830,1.7203
47840,1.7303
47850,1.7425
47860,1.7542
47870,1.7625
47880,1.7651
47890,1.7625
47900,1.7618
47910,1.7662
47920,1.7729
47930,1.7798
47940,1.7871
47950,1.7944
47960,1.8023
47970,1.8100
47980,1.8184
47990,1.8266
48000,1.8335
48010,1.8395
48020,1.8454
48030,1.8518
48040,1.8590
48050,1.8691
48060,1.8813
48070,1.8928
48080,1.9012
48090,1.9057
48100,1.9049
48110,1.9058
48120,1.9101
48130,1.9151
48140,1.9215
48150,1.9272
48160,1.9331
48170,1.9409
48180,1.9501
48190,1.9595
48200,1.9685
48210,1.9776
48220,1.9818
48230,1.9828
48240,1.9847
48250,1.9886
48260,1.9972
48270,2.0061
48280,2.0154
48290,2.0256
48300,2.0353
48310,2.0416
48320,2.0400
48330,2.0386
48340,2.0409
48350,2.0457
48360,2.0533
48370,2.0627
48380,2.0715
48390,2.0789
48400,2.0874
48410,2.0942
48420,2.0995
48430,2.1034
48440,2.1098
48450,2.1186
48460,2.1274
48470,2.1341
48480,2.1395
48490,2.1448
48500,2.1511
48510,2.1578
48520,2.1621
48530,2.1665
48540,2.1709
48550,2.1721
48560,2.1749
48570,2.1793
48580,2.1852
48590,2.1919
48600,2.1974
48610,2.1995
48620,2.2056
48630,2.2138
48640,2.2223
48650,2.2296
48660,2.2360
48670,2.2420
48680,2.2497
48690,2.2584
48700,2.2625
48710,2.2628
48720,2.2654
48730,2.2709
48740,2.2797
48750,2.2905
48760,2.3010
48770,2.3094
48780,2.3155
48790,2.3212
48800,2.3237
48810,2.3227
48820,2.3205
48830,2.3231
48840,2.3313
48850,2.3412
48860,2.3507
48870,2.3601
48880,2.3695
48890,2.3779
48900,2.3859
48910,2.3936
48920,2.3983
48930,2.4008
48940,2.4012
48950,2.4014
48960,2.4031
48970,2.4077
48980,2.4142
48990,2.4194
49000,2.4223
49010,2.4228
49020,2.4270
49030,2.4362
49040,2.4459
49050,2.4537
49060,2.4628
49070,2.4746
49080,2.4859
49090,2.4925
49100,2.4942
49110,2.5002
49120,2.5073
49130,2.5140
49140,2.5178
49150,2.5213
49160,2.5233
49170,2.5271
49180,2.5339
49190,2.5429
49200,2.5498
49210,2.5532
49220,2.5571
49230,2.5637
49240,2.5713
49250,2.5770
49260,2.5837
49270,2.5922
49280,2.6012
49290,2.6095
49300,2.6167
49310,2.6230
49320,2.6307
49330,2.6386
49340,2.6472
49350,2.6539
49360,2.6569
49370,2.6585
49380,2.6617
49390,2.6662
49400,2.6786
49410,2.6911
49420,2.7045
49430,2.7106
49440,2.7106
49450,2.7114
49460,2.7150
49470,2.7238
49480,2.7347
49490,2.7451
49500,2.7532
49510,2.7635
49520,2.7738
49530,2.7788
49540,2.7817
49550,2.7859
49560,2.7925
49570,2.7996
49580,2.8062
49590,2.8099
49600,2.8114
49610,2.8153
49620,2.8177
49630,2.8190
49640,2.8235
49650,2.8303
49660,2.8397
49670,2.8493
49680,2.8588
49690,2.8639
49700,2.8640
49710,2.8653
49720,2.8718
49730,2.8824
49740,2.8930
49750,2.9041
49760,2.9136
49770,2.9196
49780,2.9209
49790,2.9242
49800,2.9287
49810,2.9324
49820,2.9367
49830,2.9422
49840,2.9488
49850,2.9541
49860,2.9574
49870,2.9614
49880,2.9635
49890,2.9658
49900,2.9715
49910,2.9787
49920,2.9883
49930,2.9966
49940,3.0056
49950,3.0146
49960,3.0225
49970,3.0299
49980,3.0359
49990,3.0418
50000,3.0432
50010,3.0336
50020,3.0249
50030,3.0249
50040,3.0300
50050,3.0366
50060,3.0423
50070,3.0474
50080,3.0535
50090,3.0594
50100,3.0647
50110,3.0690
50120,3.0764
50130,3.0832
50140,3.0834
50150,3.0838
50160,3.0862
50170,3.0937
50180,3.1040
50190,3.1165
50200,3.1297
50210,3.1400
50220,3.1462
50230,3.1470
50240,3.1437
50250,3.1403
50260,3.1401
50270,3.1427
50280,3.1479
50290,3.1548
50300,3.1634
50310,3.1722
50320,3.1774
50330,3.1794
50340,3.1814
50350,3.1890
50360,3.1984
50370,3.2056
50380,3.2106
50390,3.2167
50400,3.2253
50410,3.2346
50420,3.2394
50430,3.2400
50440,3.2431
50450,3.2503
50460,3.2598
50470,3.2692
50480,3.2755
50490,3.2838
50500,3.2895
50510,3.2942
50520,3.2961
50530,3.2954
50540,3.2974
50550,3.3025
50560,3.3082
50570,3.3092
50580,3.3126
50590,3.3171
50600,3.3228
50610,3.3277
50620,3.3312
50630,3.3338
50640,3.3358
50650,3.3392
50660,3.3431
50670,3.3475
50680,3.3553
50690,3.3650
50700,3.3709
50710,3.3758
50720,3.3799
50730,3.3817
50740,3.3833
50750,3.3877
50760,3.3944
50770,3.4010
50780,3.4067
50790,3.4130
50800,3.4213
50810,3.4292
50820,3.4303
50830,3.4284
50840,3.4286
50850,3.4347
50860,3.4440
50870,3.4548
50880,3.4633
50890,3.4705
50900,3.4764
50910,3.4773
50920,3.4752
50930,3.4737
50940,3.4767
50950,3.4820
50960,3.4907
50970,3.5040
50980,3.5184
50990,3.5332
51000,3.5455
51010,3.5494
51020,3.5412
51030,3.5353
51040,3.5346
51050,3.5409
51060,3.5492
51070,3.5575
51080,3.5655
51090,3.5730
51100,3.5788
51110,3.5845
51120,3.5875
51130,3.5920
51140,3.5944
51150,3.5965
51160,3.5998
51170,3.6044
51180,3.6141
51190,3.6243
51200,3.6323
51210,3.6361
51220,3.6389
51230,3.6421
51240,3.6459
51250,3.6506
51260,3.6565
51270,3.6622
51280,3.6667
51290,3.6696
51300,3.6729
51310,3.6768
51320,3.6836
51330,3.6939
51340,3.7017
51350,3.7073
51360,3.7125
51370,3.7185
51380,3.7249
51390,3.7261
51400,3.7261
51410,3.7289
51420,3.7359
51430,3.7470
51440,3.7577
51450,3.7668
51460,3.7725
51470,3.7750
51480,3.7731
51490,3.7631
51500,3.7527
51510,3.7504
51520,3.7569
51530,3.7665
51540,3.7776
51550,3.7883
51560,3.7973
51570,3.8051
51580,3.8114
51590,3.8160
51600,3.8215
51610,3.8297
51620,3.8376
51630,3.8401
51640,3.8429
51650,3.8462
51660,3.8481
51670,3.8529
51680,3.8605
51690,3.8678
51700,3.8731
51710,3.8779
51720,3.8846
51730,3.8955
51740,3.9062
51750,3.9124
51760,3.9140
51770,3.9175
51780,3.9219
51790,3.9277
51800,3.9335
51810,3.9401
51820,3.9505
51830,3.9593
51840,3.9638
51850,3.9634
51860,3.9653
51870,3.9702
51880,3.9791
51890,3.9873
51900,3.9948
51910,4.0002
51920,4.0048
51930,4.0086
51940,4.0120
51950,4.0134
51960,4.0141
51970,4.0152
51980,4.0195
51990,4.0314
52000,4.0473
